Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2026-04-06T10:25:54.466;99;5,0
2026-04-06T10:25:55.442;99;4,1
2026-04-06T10:25:56.397;99;3,6
2026-04-06T10:25:57.828;98;4,2
2026-04-06T10:25:58.267;98;4,2
2026-04-06T10:25:59.748;98;4,2
2026-04-06T10:26:00.721;98;4,0
2026-04-06T10:26:01.686;99;4,0
2026-04-06T10:26:02.631;99;4,4
2026-04-06T10:26:03.599;101;4,5
2026-04-06T10:26:04.553;102;4,4
2026-04-06T10:26:05.511;104;4,6
2026-04-06T10:26:06.467;105;4,6
2026-04-06T10:26:07.430;106;4,7
2026-04-06T10:26:08.876;107;4,7
2026-04-06T10:26:09.298;108;4,8
2026-04-06T10:26:10.793;109;4,6
2026-04-06T10:26:12.236;110;4,6
2026-04-06T10:26:13.191;110;4,6
2026-04-06T10:26:13.628;110;4,1
2026-04-06T10:26:14.630;111;4,0
2026-04-06T10:26:15.591;111;4,0
2026-04-06T10:26:17.510;111;3,8
2026-04-06T10:26:17.511;112;3,8
2026-04-06T10:26:19.913;112;3,3
2026-04-06T10:26:19.913;113;2,5
2026-04-06T10:26:20.342;114;2,4
2026-04-06T10:26:21.353;113;2,0
2026-04-06T10:26:22.308;114;1,9
2026-04-06T10:26:23.748;114;1,8
2026-04-06T10:26:24.714;113;1,8
2026-04-06T10:26:25.672;113;1,8
2026-04-06T10:26:27.111;113;1,8
2026-04-06T10:26:29.037;113;1,8
2026-04-06T10:26:29.037;113;1,7
2026-04-06T10:26:29.996;113;1,8
2026-04-06T10:26:30.952;113;1,8
2026-04-06T10:26:31.442;114;2,0
2026-04-06T10:26:32.397;115;2,0
2026-04-06T10:26:33.352;116;1,9
2026-04-06T10:26:34.311;116;1,7
2026-04-06T10:26:36.229;117;1,7
2026-04-06T10:26:36.667;117;1,7
2026-04-06T10:26:37.665;117;1,7
2026-04-06T10:26:38.641;118;1,7
2026-04-06T10:26:40.083;118;1,5
2026-04-06T10:26:40.510;119;1,6
2026-04-06T10:26:41.509;119;1,6
2026-04-06T10:26:42.468;120;1,7
2026-04-06T10:26:43.427;120;1,7
2026-04-06T10:26:44.391;121;1,7
2026-04-06T10:26:45.350;121;1,7
2026-04-06T10:26:46.314;121;1,5
2026-04-06T10:26:48.233;121;1,4
2026-04-06T10:26:48.714;121;1,4
2026-04-06T10:26:49.674;121;1,3
2026-04-06T10:26:50.635;121;1,3
2026-04-06T10:26:52.555;121;1,5
2026-04-06T10:26:52.555;121;1,8
2026-04-06T10:26:53.993;122;1,8
2026-04-06T10:26:54.430;122;1,8
2026-04-06T10:26:55.428;123;1,8
2026-04-06T10:26:56.389;123;1,8
2026-04-06T10:26:57.348;124;1,7
2026-04-06T10:26:58.790;124;1,7
2026-04-06T10:26:59.277;124;1,8
2026-04-06T10:27:00.712;124;1,7
2026-04-06T10:27:01.671;125;1,8
2026-04-06T10:27:02.633;124;1,8
2026-04-06T10:27:03.583;124;1,8
2026-04-06T10:27:04.552;124;1,9
2026-04-06T10:27:06.469;124;1,7
2026-04-06T10:27:07.428;124;1,4
2026-04-06T10:27:07.428;124;1,4
2026-04-06T10:27:08.390;124;1,4
2026-04-06T10:27:09.350;123;1,4
2026-04-06T10:27:10.308;123;1,4
2026-04-06T10:27:11.753;123;1,4
2026-04-06T10:27:13.192;123;1,4
2026-04-06T10:27:14.151;123;1,2
2026-04-06T10:27:16.070;122;1,3
2026-04-06T10:27:16.511;122;1,4
2026-04-06T10:27:16.514;122;1,4
2026-04-06T10:27:17.510;122;1,4
2026-04-06T10:27:18.469;122;1,5
2026-04-06T10:27:19.434;122;1,5
2026-04-06T10:27:20.400;122;1,5
2026-04-06T10:27:21.352;122;1,5
2026-04-06T10:27:22.314;122;1,7
2026-04-06T10:27:23.272;122;1,6
2026-04-06T10:27:24.714;123;1,6
2026-04-06T10:27:25.669;123;1,5
2026-04-06T10:27:26.629;123;1,6
2026-04-06T10:27:27.587;124;1,7
2026-04-06T10:27:28.560;124;1,6
2026-04-06T10:27:29.521;124;1,5
2026-04-06T10:27:30.475;124;1,4
2026-04-06T10:27:31.440;124;1,4
2026-04-06T10:27:32.411;124;1,3
2026-04-06T10:27:33.354;124;1,3
2026-04-06T10:27:34.314;124;1,3
2026-04-06T10:27:35.271;124;1,4
2026-04-06T10:27:37.195;123;1,4
2026-04-06T10:27:37.632;122;1,5
2026-04-06T10:27:38.631;121;1,6
2026-04-06T10:27:39.598;121;1,7
